Areaname,STCOU,SEX100200F,SEX100200D,SEX100200N1,SEX100200N2,SEX100210F,SEX100210D,SEX100210N1,SEX100210N2,SEX120200F,SEX120200D,SEX120200N1,SEX120200N2,SEX150200F,SEX150200D,SEX150200N1,SEX150200N2,SEX150201F,SEX150201D,SEX150201N1,SEX150201N2,SEX150202F,SEX150202D,SEX150202N1,SEX150202N2,SEX150203F,SEX150203D,SEX150203N1,SEX150203N2,SEX150204F,SEX150204D,SEX150204N1,SEX150204N2,SEX150205F,SEX150205D,SEX150205N1,SEX150205N2,SEX150206F,SEX150206D,SEX150206N1,SEX150206N2
"Conecuh, AL",01035,0,6667,0000,0000,0,6412,0000,0000,0,6667,0000,0000,0,6646,0000,0000,0,6552,0000,0000,0,6463,0000,0000,0,6346,0000,0000,0,6247,0000,0000,0,6233,0000,0000,0,6294,0000,0000
"Coosa, AL",01037,0,6232,0000,0000,0,5727,0000,0000,0,5900,0000,0000,0,5892,0000,0000,0,5858,0000,0000,0,5762,0000,0000,0,5703,0000,0000,0,5574,0000,0000,0,5484,0000,0000,0,5419,0000,0000
"Covington, AL",01039,0,17992,0000,0000,0,18288,0000,0000,0,17993,0000,0000,0,17923,0000,0000,0,17654,0000,0000,0,17525,0000,0000,0,17475,0000,0000,0,17383,0000,0000,0,17527,0000,0000,0,17593,0000,0000
"Crenshaw, AL",01041,0,6464,0000,0000,0,6714,0000,0000,0,6464,0000,0000,0,6477,0000,0000,0,6476,0000,0000,0,6435,0000,0000,0,6442,0000,0000,0,6457,0000,0000,0,6433,0000,0000,0,6506,0000,0000
"Cullman, AL",01043,0,38214,0000,0000,0,39719,0000,0000,0,38214,0000,0000,0,38270,0000,0000,0,38331,0000,0000,0,38409,0000,0000,0,38616,0000,0000,0,38935,0000,0000,0,39309,0000,0000,0,39601,0000,0000
"Dale, AL",01045,0,24356,0000,0000,0,24825,0000,0000,0,24356,0000,0000,0,24330,0000,0000,0,24256,0000,0000,0,24222,0000,0000,0,24041,0000,0000,0,23849,0000,0000,0,23639,0000,0000,0,23492,0000,0000
"Dallas, AL",01047,0,21092,0000,0000,0,20244,0000,0000,0,21106,0000,0000,0,21013,0000,0000,0,20897,0000,0000,0,20451,0000,0000,0,20275,0000,0000,0,20044,0000,0000,0,19819,0000,0000,0,19648,0000,0000
"DeKalb, AL",01049,0,31508,0000,0000,0,35113,0000,0000,0,31509,0000,0000,0,31607,0000,0000,0,32062,0000,0000,0,32117,0000,0000,0,32412,0000,0000,0,32697,0000,0000,0,32888,0000,0000,0,33180,0000,0000
"Elmore, AL",01051,0,33342,0000,0000,0,38689,0000,0000,0,33342,0000,0000,0,33518,0000,0000,0,34304,0000,0000,0,34929,0000,0000,0,35569,0000,0000,0,36168,0000,0000,0,37137,0000,0000,0,38248,0000,0000
"Escambia, AL",01053,0,19475,0000,0000,0,19766,0000,0000,0,19475,0000,0000,0,19455,0000,0000,0,19520,0000,0000,0,19493,0000,0000,0,19364,0000,0000,0,19255,0000,0000,0,19167,0000,0000,0,19152,0000,0000
"Etowah, AL",01055,0,49506,0000,0000,0,50626,0000,0000,0,49507,0000,0000,0,49435,0000,0000,0,49231,0000,0000,0,49208,0000,0000,0,49259,0000,0000,0,49225,0000,0000,0,49237,0000,0000,0,49356,0000,0000
"Fayette, AL",01057,0,8935,0000,0000,0,8507,0000,0000,0,8935,0000,0000,0,8916,0000,0000,0,8874,0000,0000,0,8838,0000,0000,0,8790,0000,0000,0,8726,0000,0000,0,8746,0000,0000,0,8628,0000,0000
"Franklin, AL",01059,0,15329,0000,0000,0,15828,0000,0000,0,15329,0000,0000,0,15322,0000,0000,0,15287,0000,0000,0,15144,0000,0000,0,15144,0000,0000,0,15101,0000,0000,0,15225,0000,0000,0,15343,0000,0000
"Geneva, AL",01061,0,12529,0000,0000,0,13105,0000,0000,0,12528,0000,0000,0,12544,0000,0000,0,12425,0000,0000,0,12376,0000,0000,0,12416,0000,0000,0,12421,0000,0000,0,12499,0000,0000,0,12609,0000,0000
"Greene, AL",01063,0,4681,0000,0000,0,4271,0000,0000,0,4683,0000,0000,0,4669,0000,0000,0,4622,0000,0000,0,4608,0000,0000,0,4542,0000,0000,0,4462,0000,0000,0,4433,0000,0000,0,4263,0000,0000
"Hale, AL",01065,0,8110,0000,0000,0,7466,0000,0000,0,9193,0000,0000,0,9203,0000,0000,0,9210,0000,0000,0,9118,0000,0000,0,9102,0000,0000,0,9041,0000,0000,0,9061,0000,0000,0,9051,0000,0000
"Henry, AL",01067,0,7754,0000,0000,0,8302,0000,0000,0,7754,0000,0000,0,7772,0000,0000,0,7767,0000,0000,0,7769,0000,0000,0,7801,0000,0000,0,7836,0000,0000,0,7836,0000,0000,0,7908,0000,0000
"Houston, AL",01069,0,42170,0000,0000,0,48740,0000,0000,0,42169,0000,0000,0,42236,0000,0000,0,42502,0000,0000,0,42689,0000,0000,0,43347,0000,0000,0,43945,0000,0000,0,44578,0000,0000,0,45476,0000,0000
"Jackson, AL",01071,0,26281,0000,0000,0,26139,0000,0000,0,26281,0000,0000,0,26338,0000,0000,0,26315,0000,0000,0,26149,0000,0000,0,26076,0000,0000,0,25916,0000,0000,0,25757,0000,0000,0,25821,0000,0000
"Jefferson, AL",01073,0,312089,0000,0000,0,311813,0000,0000,0,312097,0000,0000,0,312220,0000,0000,0,312039,0000,0000,0,311609,0000,0000,0,312421,0000,0000,0,312104,0000,0000,0,312160,0000,0000,0,313091,0000,0000
"Lamar, AL",01075,0,7680,0000,0000,0,7097,0000,0000,0,7680,0000,0000,0,7683,0000,0000,0,7531,0000,0000,0,7411,0000,0000,0,7301,0000,0000,0,7183,0000,0000,0,7139,0000,0000,0,7017,0000,0000
"Lauderdale, AL",01077,0,42081,0000,0000,0,44379,0000,0000,0,42076,0000,0000,0,42088,0000,0000,0,41768,0000,0000,0,41503,0000,0000,0,41523,0000,0000,0,41602,0000,0000,0,41656,0000,0000,0,41925,0000,0000
"Lawrence, AL",01079,0,17066,0000,0000,0,16791,0000,0000,0,17071,0000,0000,0,17103,0000,0000,0,17094,0000,0000,0,16996,0000,0000,0,16884,0000,0000,0,16773,0000,0000,0,16806,0000,0000,0,16609,0000,0000
"Lee, AL",01081,0,56630,0000,0000,0,69126,0000,0000,0,56631,0000,0000,0,56846,0000,0000,0,57484,0000,0000,0,58211,0000,0000,0,59030,0000,0000,0,60033,0000,0000,0,61850,0000,0000,0,63261,0000,0000
"Limestone, AL",01083,0,33334,0000,0000,0,41910,0000,0000,0,33334,0000,0000,0,33460,0000,0000,0,33834,0000,0000,0,34112,0000,0000,0,34422,0000,0000,0,34642,0000,0000,0,35341,0000,0000,0,36370,0000,0000
"Lowndes, AL",01085,0,6302,0000,0000,0,5289,0000,0000,0,6300,0000,0000,0,6310,0000,0000,0,6290,0000,0000,0,6300,0000,0000,0,6250,0000,0000,0,6105,0000,0000,0,6034,0000,0000,0,5940,0000,0000
"Macon, AL",01087,0,11075,0000,0000,0,9826,0000,0000,0,11075,0000,0000,0,11062,0000,0000,0,11029,0000,0000,0,10878,0000,0000,0,10809,0000,0000,0,10641,0000,0000,0,10496,0000,0000,0,10380,0000,0000
"Madison, AL",01089,0,135019,0000,0000,0,164320,0000,0000,0,135149,0000,0000,0,135622,0000,0000,0,137293,0000,0000,0,139630,0000,0000,0,142022,0000,0000,0,143946,0000,0000,0,146667,0000,0000,0,150151,0000,0000
"Marengo, AL",01091,0,10569,0000,0000,0,9913,0000,0000,0,10569,0000,0000,0,10583,0000,0000,0,10432,0000,0000,0,10442,0000,0000,0,10348,0000,0000,0,10199,0000,0000,0,10099,0000,0000,0,10068,0000,0000
"Marion, AL",01093,0,15451,0000,0000,0,15293,0000,0000,0,15451,0000,0000,0,15417,0000,0000,0,15171,0000,0000,0,14974,0000,0000,0,14852,0000,0000,0,14673,0000,0000,0,14580,0000,0000,0,14685,0000,0000
"Marshall, AL",01095,0,40011,0000,0000,0,45843,0000,0000,0,40011,0000,0000,0,40072,0000,0000,0,40044,0000,0000,0,40443,0000,0000,0,40822,0000,0000,0,41111,0000,0000,0,41683,0000,0000,0,42462,0000,0000
"Mobile, AL",01097,0,191044,0000,0000,0,198374,0000,0000,0,191044,0000,0000,0,191164,0000,0000,0,191192,0000,0000,0,190435,0000,0000,0,190148,0000,0000,0,189933,0000,0000,0,190454,0000,0000,0,192253,0000,0000
"Monroe, AL",01099,0,11576,0000,0000,0,11109,0000,0000,0,11576,0000,0000,0,11556,0000,0000,0,11436,0000,0000,0,11343,0000,0000,0,11230,0000,0000,0,11154,0000,0000,0,11078,0000,0000,0,10984,0000,0000
"Montgomery, AL",01101,0,106359,0000,0000,0,109167,0000,0000,0,106358,0000,0000,0,106323,0000,0000,0,106009,0000,0000,0,106126,0000,0000,0,105969,0000,0000,0,105676,0000,0000,0,105713,0000,0000,0,107361,0000,0000
"Morgan, AL",01103,0,54451,0000,0000,0,58886,0000,0000,0,54451,0000,0000,0,54527,0000,0000,0,54712,0000,0000,0,54694,0000,0000,0,55214,0000,0000,0,55126,0000,0000,0,55540,0000,0000,0,56298,0000,0000
"Perry, AL",01105,0,5410,0000,0000,0,4980,0000,0000,0,5410,0000,0000,0,5387,0000,0000,0,5293,0000,0000,0,5273,0000,0000,0,5130,0000,0000,0,5064,0000,0000,0,4930,0000,0000,0,4805,0000,0000
"Pickens, AL",01107,0,9809,0000,0000,0,9428,0000,0000,0,9809,0000,0000,0,9789,0000,0000,0,9755,0000,0000,0,9711,0000,0000,0,9531,0000,0000,0,9427,0000,0000,0,9333,0000,0000,0,9286,0000,0000
"Pike, AL",01109,0,13985,0000,0000,0,15700,0000,0000,0,14036,0000,0000,0,14059,0000,0000,0,14024,0000,0000,0,13895,0000,0000,0,13973,0000,0000,0,14139,0000,0000,0,14142,0000,0000,0,14255,0000,0000
"Randolph, AL",01111,0,10810,0000,0000,0,11104,0000,0000,0,10810,0000,0000,0,10830,0000,0000,0,10858,0000,0000,0,10853,0000,0000,0,10773,0000,0000,0,10829,0000,0000,0,10860,0000,0000,0,10833,0000,0000
"Russell, AL",01113,0,23704,0000,0000,0,25287,0000,0000,0,23703,0000,0000,0,23672,0000,0000,0,23496,0000,0000,0,23367,0000,0000,0,23102,0000,0000,0,23190,0000,0000,0,23249,0000,0000,0,23519,0000,0000
"St. Clair, AL",01115,0,32652,0000,0000,0,41904,0000,0000,0,32652,0000,0000,0,32819,0000,0000,0,33317,0000,0000,0,33853,0000,0000,0,34551,0000,0000,0,35329,0000,0000,0,36369,0000,0000,0,37964,0000,0000
"Shelby, AL",01117,0,70257,0000,0000,0,95557,0000,0000,0,70250,0000,0000,0,70875,0000,0000,0,73261,0000,0000,0,75588,0000,0000,0,78460,0000,0000,0,81493,0000,0000,0,84474,0000,0000,0,88033,0000,0000
"Sumter, AL",01119,0,6795,0000,0000,0,6261,0000,0000,0,6795,0000,0000,0,6771,0000,0000,0,6666,0000,0000,0,6478,0000,0000,0,6414,0000,0000,0,6363,0000,0000,0,6223,0000,0000,0,6124,0000,0000
"Talladega, AL",01121,0,39285,0000,0000,0,40077,0000,0000,0,39288,0000,0000,0,39299,0000,0000,0,39252,0000,0000,0,39241,0000,0000,0,39064,0000,0000,0,39066,0000,0000,0,39127,0000,0000,0,39196,0000,0000
"Tallapoosa, AL",01123,0,19704,0000,0000,0,20190,0000,0000,0,20036,0000,0000,0,19996,0000,0000,0,19803,0000,0000,0,19599,0000,0000,0,19497,0000,0000,0,19444,0000,0000,0,19355,0000,0000,0,19510,0000,0000
"Tuscaloosa, AL",01125,0,79372,0000,0000,0,94400,0000,0000,0,79365,0000,0000,0,79490,0000,0000,0,79947,0000,0000,0,80332,0000,0000,0,80835,0000,0000,0,81627,0000,0000,0,83056,0000,0000,0,85293,0000,0000
"Walker, AL",01127,0,34117,0000,0000,0,32668,0000,0000,0,34117,0000,0000,0,34097,0000,0000,0,34064,0000,0000,0,33824,0000,0000,0,33576,0000,0000,0,33379,0000,0000,0,33383,0000,0000,0,33332,0000,0000
"Washington, AL",01129,0,8869,0000,0000,0,8656,0000,0000,0,8869,0000,0000,0,8878,0000,0000,0,8759,0000,0000,0,8717,0000,0000,0,8688,0000,0000,0,8608,0000,0000,0,8519,0000,0000,0,8492,0000,0000
"Wilcox, AL",01131,0,6142,0000,0000,0,5518,0000,0000,0,5980,0000,0000,0,5964,0000,0000,0,5929,0000,0000,0,5941,0000,0000,0,5874,0000,0000,0,5845,0000,0000,0,5800,0000,0000,0,5759,0000,0000
"Winston, AL",01133,0,12166,0000,0000,0,12021,0000,0000,0,12166,0000,0000,0,12191,0000,0000,0,12042,0000,0000,0,12009,0000,0000,0,11957,0000,0000,0,11940,0000,0000,0,11920,0000,0000,0,11974,0000,0000
ALASKA,02000,1,324112,5053,0000,0,369628,0000,0000,0,324111,0000,0000,0,324495,0000,0000,0,327885,0000,0000,0,332792,0000,0000,0,336474,0000,0000,0,342986,0000,0000,0,347930,0000,0000,0,352015,0000,0000
"Aleutians East, AK",02013,0,1750,0000,0000,0,2093,0000,0000,0,1750,0000,0000,0,1737,0000,0000,0,1582,0000,0000,0,1731,0000,0000,0,1756,0000,0000,0,1736,0000,0000,0,1731,0000,0000,0,1729,0000,0000
"Aleutians West, AK",02016,0,3513,0000,0000,0,3723,0000,0000,0,3513,0000,0000,0,3493,0000,0000,0,3449,0000,0000,0,3310,0000,0000,0,3537,0000,0000,0,3575,0000,0000,0,3547,0000,0000,0,3274,0000,0000
"Anchorage, AK",02020,0,131668,0000,0000,0,148209,0000,0000,0,131668,0000,0000,0,131871,0000,0000,0,133764,0000,0000,0,135888,0000,0000,0,137534,0000,0000,0,139627,0000,0000,0,141225,0000,0000,0,142811,0000,0000
"Bethel, AK",02050,0,8500,0000,0000,0,8898,0000,0000,0,8524,0000,0000,0,8558,0000,0000,0,8626,0000,0000,0,8776,0000,0000,0,8867,0000,0000,0,8940,0000,0000,0,9003,0000,0000,0,9035,0000,0000
"Bristol Bay, AK",02060,0,685,0000,0000,0,540,0000,0000,0,685,0000,0000,0,669,0000,0000,0,643,0000,0000,0,626,0000,0000,0,605,0000,0000,0,600,0000,0000,0,607,0000,0000,0,572,0000,0000
"Denali, AK",02068,0,1101,0000,0000,0,1002,0000,0000,0,1101,0000,0000,0,1101,0000,0000,0,1062,0000,0000,0,1067,0000,0000,0,1066,0000,0000,0,1085,0000,0000,0,1045,0000,0000,0,1037,0000,0000
"Dillingham, AK",02070,0,2567,0000,0000,0,2541,0000,0000,0,2567,0000,0000,0,2566,0000,0000,0,2534,0000,0000,0,2582,0000,0000,0,2533,0000,0000,0,2561,0000,0000,0,2571,0000,0000,0,2571,0000,0000
"Fairbanks North Star, AK",02090,0,43217,0000,0000,0,51531,0000,0000,0,43217,0000,0000,0,43193,0000,0000,0,44649,0000,0000,0,45761,0000,0000,0,46368,0000,0000,0,48560,0000,0000,0,49904,0000,0000,0,50172,0000,0000
"Haines, AK",02100,0,1211,0000,0000,0,1274,0000,0000,0,1211,0000,0000,0,1216,0000,0000,0,1176,0000,0000,0,1169,0000,0000,0,1169,0000,0000,0,1135,0000,0000,0,1133,0000,0000,0,1145,0000,0000
"Hoonah-Angoon, AK",02105,5,0,0000,0000,0,1165,0000,0000,0,1398,0000,0000,0,1388,0000,0000,0,1367,0000,0000,0,1328,0000,0000,0,1266,0000,0000,0,1231,0000,0000,0,1210,0000,0000,0,1201,0000,0000
"Juneau, AK",02110,0,15469,0000,0000,0,15950,0000,0000,0,15469,0000,0000,0,15453,0000,0000,0,15370,0000,0000,0,15527,0000,0000,0,15600,0000,0000,0,15678,0000,0000,0,15641,0000,0000,0,15560,0000,0000
"Kenai Peninsula, AK",02122,0,25853,0000,0000,0,29038,0000,0000,0,25853,0000,0000,0,25841,0000,0000,0,26067,0000,0000,0,26507,0000,0000,0,26597,0000,0000,0,26779,0000,0000,0,26921,0000,0000,0,27257,0000,0000
"Ketchikan Gateway, AK",02130,0,7189,0000,0000,0,6911,0000,0000,0,7182,0000,0000,0,7147,0000,0000,0,7030,0000,0000,0,6935,0000,0000,0,6790,0000,0000,0,6722,0000,0000,0,6740,0000,0000,0,6833,0000,0000
"Kodiak Island, AK",02150,0,7362,0000,0000,0,7197,0000,0000,0,7362,0000,0000,0,7393,0000,0000,0,7284,0000,0000,0,7244,0000,0000,0,7050,0000,0000,0,7012,0000,0000,0,6959,0000,0000,0,7008,0000,0000
"Lake and Peninsula, AK",02164,0,969,0000,0000,0,859,0000,0000,0,969,0000,0000,0,959,0000,0000,0,900,0000,0000,0,836,0000,0000,0,823,0000,0000,0,823,0000,0000,0,812,0000,0000,0,793,0000,0000
"Matanuska-Susitna, AK",02170,0,30831,0000,0000,0,46040,0000,0000,0,30831,0000,0000,0,31120,0000,0000,0,32213,0000,0000,0,33604,0000,0000,0,35078,0000,0000,0,36946,0000,0000,0,38920,0000,0000,0,41180,0000,0000
"Nome, AK",02180,0,4969,0000,0000,0,5058,0000,0000,0,4969,0000,0000,0,4957,0000,0000,0,4951,0000,0000,0,4928,0000,0000,0,4967,0000,0000,0,5030,0000,0000,0,5006,0000,0000,0,4957,0000,0000
"North Slope, AK",02185,0,3910,0000,0000,0,5904,0000,0000,0,3910,0000,0000,0,3897,0000,0000,0,3819,0000,0000,0,3801,0000,0000,0,3782,0000,0000,0,3683,0000,0000,0,3621,0000,0000,0,3562,0000,0000
"Northwest Arctic, AK",02188,0,3847,0000,0000,0,4029,0000,0000,0,3847,0000,0000,0,3855,0000,0000,0,3879,0000,0000,0,3867,0000,0000,0,3870,0000,0000,0,3901,0000,0000,0,3911,0000,0000,0,3933,0000,0000
"Petersburg, AK",02195,0,0,0000,0000,0,1982,0000,0000,0,2227,0000,0000,0,2223,0000,0000,0,2195,0000,0000,0,2139,0000,0000,0,2080,0000,0000,0,2097,0000,0000,0,2064,0000,0000,0,2017,0000,0000
"Prince of Wales-Hyder, AK",02198,0,0,0000,0000,0,3070,0000,0000,0,3345,0000,0000,0,3331,0000,0000,0,3233,0000,0000,0,3134,0000,0000,0,3128,0000,0000,0,3115,0000,0000,0,3073,0000,0000,0,3110,0000,0000
"Sitka, AK",02220,0,4505,0000,0000,0,4481,0000,0000,0,4505,0000,0000,0,4505,0000,0000,0,4460,0000,0000,0,4521,0000,0000,0,4511,0000,0000,0,4507,0000,0000,0,4553,0000,0000,0,4551,0000,0000
"Skagway, AK",02230,5,0,0000,0000,0,500,0000,0000,0,450,0000,0000,0,455,0000,0000,0,450,0000,0000,0,447,0000,0000,0,462,0000,0000,0,478,0000,0000,0,482,0000,0000,0,476,0000,0000
"Southeast Fairbanks, AK",02240,0,3194,0000,0000,0,3917,0000,0000,0,3194,0000,0000,0,3192,0000,0000,0,2945,0000,0000,0,2892,0000,0000,0,2932,0000,0000,0,3079,0000,0000,0,3349,0000,0000,0,3498,0000,0000
"Valdez-Cordova, AK",02261,0,5428,0000,0000,0,5143,0000,0000,0,5428,0000,0000,0,5446,0000,0000,0,5376,0000,0000,0,5359,0000,0000,0,5301,0000,0000,0,5289,0000,0000,0,5241,0000,0000,0,5199,0000,0000
"Wade Hampton, AK",02270,0,3666,0000,0000,0,3944,0000,0000,0,3666,0000,0000,0,3676,0000,0000,0,3701,0000,0000,0,3729,0000,0000,0,3792,0000,0000,0,3865,0000,0000,0,3870,0000,0000,0,3877,0000,0000
"Wrangell, AK",02275,0,0,0000,0000,0,1242,0000,0000,0,1262,0000,0000,0,1263,0000,0000,0,1235,0000,0000,0,1198,0000,0000,0,1171,0000,0000,0,1130,0000,0000,0,1130,0000,0000,0,1123,0000,0000
"Yakutat, AK",02282,0,479,0000,0000,0,360,0000,0000,0,479,0000,0000,0,471,0000,0000,0,475,0000,0000,0,447,0000,0000,0,436,0000,0000,0,425,0000,0000,0,387,0000,0000,0,379,0000,0000
"Yukon-Koyukuk, AK",02290,0,3554,0000,0000,0,3027,0000,0000,0,3529,0000,0000,0,3519,0000,0000,0,3450,0000,0000,0,3439,0000,0000,0,3403,0000,0000,0,3377,0000,0000,0,3274,0000,0000,0,3155,0000,0000
ARIZONA,04000,0,2561057,0000,0000,0,3175823,0000,0000,0,2561044,0000,0000,0,2579659,0000,0000,0,2649784,0000,0000,0,2724779,0000,0000,0,2793889,0000,0000,0,2879997,0000,0000,0,2988964,0000,0000,0,3100890,0000,0000
"Apache, AZ",04001,0,34403,0000,0000,0,35678,0000,0000,0,34403,0000,0000,0,34443,0000,0000,0,33632,0000,0000,0,33275,0000,0000,0,33498,0000,0000,0,33487,0000,0000,0,33607,0000,0000,0,33915,0000,0000
"Cochise, AZ",04003,0,59357,0000,0000,0,66977,0000,0000,0,59345,0000,0000,0,59492,0000,0000,0,59601,0000,0000,0,59968,0000,0000,0,60185,0000,0000,0,61231,0000,0000,0,62457,0000,0000,0,62910,0000,0000
"Coconino, AZ",04005,0,58061,0000,0000,0,66666,0000,0000,0,58060,0000,0000,0,58255,0000,0000,0,58800,0000,0000,0,60066,0000,0000,0,60660,0000,0000,0,61598,0000,0000,0,62310,0000,0000,0,62911,0000,0000
"Gila, AZ",04007,0,25249,0000,0000,0,26633,0000,0000,0,25247,0000,0000,0,25271,0000,0000,0,25162,0000,0000,0,25135,0000,0000,0,24960,0000,0000,0,24890,0000,0000,0,24881,0000,0000,0,25219,0000,0000
"Graham, AZ",04009,0,17728,0000,0000,0,19977,0000,0000,0,17728,0000,0000,0,17761,0000,0000,0,17571,0000,0000,0,17566,0000,0000,0,17372,0000,0000,0,17122,0000,0000,0,17188,0000,0000,0,17629,0000,0000
"Greenlee, AZ",04011,0,4462,0000,0000,0,4398,0000,0000,0,4462,0000,0000,0,4459,0000,0000,0,4324,0000,0000,0,4035,0000,0000,0,3877,0000,0000,0,3836,0000,0000,0,3828,0000,0000,0,3920,0000,0000
"La Paz, AZ",04012,0,10123,0000,0000,0,10550,0000,0000,0,10123,0000,0000,0,10092,0000,0000,0,10029,0000,0000,0,9884,0000,0000,0,9951,0000,0000,0,10012,0000,0000,0,10127,0000,0000,0,10163,0000,0000
"Maricopa, AZ",04013,0,1536473,0000,0000,0,1888465,0000,0000,0,1536482,0000,0000,0,1549561,0000,0000,0,1603124,0000,0000,0,1654687,0000,0000,0,1702184,0000,0000,0,1760287,0000,0000,0,1834529,0000,0000,0,1901927,0000,0000
"Mohave, AZ",04015,0,77099,0000,0000,0,100078,0000,0000,0,77099,0000,0000,0,77697,0000,0000,0,79283,0000,0000,0,81784,0000,0000,0,84487,0000,0000,0,88027,0000,0000,0,91904,0000,0000,0,95362,0000,0000
"Navajo, AZ",04017,0,48427,0000,0000,0,53777,0000,0000,0,48426,0000,0000,0,48624,0000,0000,0,48929,0000,0000,0,50259,0000,0000,0,51148,0000,0000,0,52020,0000,0000,0,53031,0000,0000,0,53949,0000,0000
"Pima, AZ",04019,0,412562,0000,0000,0,481437,0000,0000,0,412560,0000,0000,0,414979,0000,0000,0,423226,0000,0000,0,433247,0000,0000,0,441420,0000,0000,0,452060,0000,0000,0,464279,0000,0000,0,477683,0000,0000
"Pinal, AZ",04021,0,95830,0000,0000,0,197165,0000,0000,0,95827,0000,0000,0,96628,0000,0000,0,100317,0000,0000,0,105233,0000,0000,0,110876,0000,0000,0,116781,0000,0000,0,124705,0000,0000,0,141743,0000,0000
"Santa Cruz, AZ",04023,0,18363,0000,0000,0,22559,0000,0000,0,18363,0000,0000,0,18447,0000,0000,0,18621,0000,0000,0,18740,0000,0000,0,18798,0000,0000,0,19068,0000,0000,0,19474,0000,0000,0,19908,0000,0000
"Yavapai, AZ",04025,0,82121,0000,0000,0,103458,0000,0000,0,82120,0000,0000,0,82815,0000,0000,0,84959,0000,0000,0,87433,0000,0000,0,89837,0000,0000,0,92852,0000,0000,0,96795,0000,0000,0,101361,0000,0000
"Yuma, AZ",04027,0,80799,0000,0000,0,98005,0000,0000,0,80799,0000,0000,0,81135,0000,0000,0,82206,0000,0000,0,83467,0000,0000,0,84636,0000,0000,0,86726,0000,0000,0,89849,0000,0000,0,92290,0000,0000
ARKANSAS,05000,0,1304693,0000,0000,0,1431637,0000,0000,0,1304686,0000,0000,0,1307340,0000,0000,0,1314142,0000,0000,0,1321502,0000,0000,0,1331209,0000,0000,0,1343693,0000,0000,0,1358959,0000,0000,0,1378254,0000,0000
"Arkansas, AR",05001,0,9881,0000,0000,0,9220,0000,0000,0,9878,0000,0000,0,9845,0000,0000,0,9776,0000,0000,0,9654,0000,0000,0,9487,0000,0000,0,9486,0000,0000,0,9478,0000,0000,0,9384,0000,0000
"Ashley, AR",05003,0,11687,0000,0000,0,10598,0000,0000,0,11686,0000,0000,0,11666,0000,0000,0,11502,0000,0000,0,11498,0000,0000,0,11386,0000,0000,0,11234,0000,0000,0,11044,0000,0000,0,10915,0000,0000
"Baxter, AR",05005,0,18424,0000,0000,0,20023,0000,0000,0,18423,0000,0000,0,18477,0000,0000,0,18471,0000,0000,0,18595,0000,0000,0,18748,0000,0000,0,19047,0000,0000,0,19361,0000,0000,0,19785,0000,0000
"Benton, AR",05007,0,75686,0000,0000,0,109124,0000,0000,0,75646,0000,0000,0,76376,0000,0000,0,79181,0000,0000,0,82539,0000,0000,0,86554,0000,0000,0,90868,0000,0000,0,95459,0000,0000,0,100149,0000,0000
"Boone, AR",05009,0,16371,0000,0000,0,18066,0000,0000,0,16371,0000,0000,0,16430,0000,0000,0,16538,0000,0000,0,16659,0000,0000,0,16691,0000,0000,0,16863,0000,0000,0,17154,0000,0000,0,17438,0000,0000
"Bradley, AR",05011,0,6228,0000,0000,0,5587,0000,0000,0,6228,0000,0000,0,6232,0000,0000,0,6179,0000,0000,0,6162,0000,0000,0,6150,0000,0000,0,6098,0000,0000,0,6077,0000,0000,0,6000,0000,0000
"Calhoun, AR",05013,0,2763,0000,0000,0,2719,0000,0000,0,2763,0000,0000,0,2750,0000,0000,0,2687,0000,0000,0,2680,0000,0000,0,2660,0000,0000,0,2630,0000,0000,0,2651,0000,0000,0,2641,0000,0000
"Carroll, AR",05015,0,12511,0000,0000,0,13531,0000,0000,0,12514,0000,0000,0,12550,0000,0000,0,12675,0000,0000,0,12835,0000,0000,0,13011,0000,0000,0,13081,0000,0000,0,13326,0000,0000,0,13473,0000,0000
"Chicot, AR",05017,0,6846,0000,0000,0,5793,0000,0000,0,6846,0000,0000,0,6828,0000,0000,0,6678,0000,0000,0,6511,0000,0000,0,6437,0000,0000,0,6271,0000,0000,0,6223,0000,0000,0,6099,0000,0000
"Clark, AR",05019,0,11326,0000,0000,0,10972,0000,0000,0,11326,0000,0000,0,11316,0000,0000,0,11403,0000,0000,0,11377,0000,0000,0,11282,0000,0000,0,11296,0000,0000,0,11278,0000,0000,0,11374,0000,0000
"Clay, AR",05021,0,8511,0000,0000,0,7871,0000,0000,0,8511,0000,0000,0,8485,0000,0000,0,8340,0000,0000,0,8217,0000,0000,0,8129,0000,0000,0,8043,0000,0000,0,7974,0000,0000,0,7896,0000,0000
"Cleburne, AR",05023,0,11644,0000,0000,0,12777,0000,0000,0,11644,0000,0000,0,11685,0000,0000,0,11733,0000,0000,0,11819,0000,0000,0,11964,0000,0000,0,12097,0000,0000,0,12196,0000,0000,0,12247,0000,0000
"Cleveland, AR",05025,0,4185,0000,0000,0,4287,0000,0000,0,4185,0000,0000,0,4170,0000,0000,0,4214,0000,0000,0,4206,0000,0000,0,4229,0000,0000,0,4243,0000,0000,0,4287,0000,0000,0,4247,0000,0000
"Columbia, AR",05027,0,12194,0000,0000,0,11715,0000,0000,0,12196,0000,0000,0,12174,0000,0000,0,12064,0000,0000,0,12031,0000,0000,0,11880,0000,0000,0,11882,0000,0000,0,11787,0000,0000,0,11831,0000,0000
